title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
"Love it, took a few tries",Really happy with the purchase. Slight learning curve but nothing that a YouTube tutorial didn't solve. Baby is calm and I'm hands-free.,4,2024-03-18 00:00:00 UTC,Alice Walker,awalker@yahoo.com,,nestli-embrace-sling-carrier,,
So easy to use,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-05-11 00:00:00 UTC,Ella Stewart,estewart@hotmail.com,,nestli-embrace-sling-carrier,,
Exceeded all my expectations,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2024-12-24 00:00:00 UTC,Ruby Bailey,rbailey@aol.com,,nestli-embrace-sling-carrier,,
Solid 4 stars from me,Comfortable for long carries. Gave 4 stars because the color I received looked slightly different from the website photo. Still looks nice though.,4,2023-09-01 00:00:00 UTC,Kinsley Bell,kinsley.bell437@live.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-03-31 00:00:00 UTC,Charlotte Lewis,lewisc365@hotmail.com,,nestli-embrace-sling-carrier,,
Solid carrier overall,Good quality product. Baby is content in it and I can actually get things done. Would give 5 stars but it took some practice to get the tightness right.,4,2023-04-05 00:00:00 UTC,Ariana Bennett,ariana_bennett@yahoo.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-04-10 00:00:00 UTC,James Edwards,edwards_j709@live.com,,nestli-embrace-sling-carrier,,
Good but takes practice,"Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2024-05-20 00:00:00 UTC,Jack Peterson,jack572@msn.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2023-08-26 00:00:00 UTC,Nathan Hall,nhall105@live.com,,nestli-embrace-sling-carrier,,
"Love it, took a few tries",Really nice carrier. Well made and baby seems very comfortable. Just takes a little practice at first. Glad I bought it.,4,2025-12-11 00:00:00 UTC,Hailey Ross,hailey@msn.com,,nestli-embrace-sling-carrier,,
"Great quality, took time to adjust",Good quality product. Baby is content in it and I can actually get things done. Would give 5 stars but it took some practice to get the tightness right.,4,2024-08-25 00:00:00 UTC,Monica Green,greenm@msn.com,,nestli-embrace-sling-carrier,,
Grocery store hero,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-03-01 00:00:00 UTC,Madeline Robinson,robinson_m@icloud.com,,nestli-embrace-sling-carrier,,
"Fits perfectly, baby loves it",My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-08-05 00:00:00 UTC,Larry Ward,lward570@msn.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2024-04-16 00:00:00 UTC,Mila Gutierrez,mgutierrez446@live.com,,nestli-embrace-sling-carrier,,
Finally a carrier that actually works,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2024-08-01 00:00:00 UTC,Frank Nguyen,frank895@hotmail.com,,nestli-embrace-sling-carrier,,
4 stars — great product,Really nice carrier. Well made and baby seems very comfortable. Just takes a little practice at first. Glad I bought it.,4,2023-11-08 00:00:00 UTC,Piper Barnes,piper@gmail.com,,nestli-embrace-sling-carrier,,
My husband uses it more than me,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2025-01-10 00:00:00 UTC,Vanessa Jackson,vanessajackson@aol.com,,nestli-embrace-sling-carrier,,
4 stars — great product,"Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2023-06-24 00:00:00 UTC,Christopher Garcia,garcia.c@aol.com,,nestli-embrace-sling-carrier,,
Absolute game changer!,I was nervous about ring slings but the setup guide was so clear. Had it on correctly the first try. Baby was happy immediately.,5,2023-11-20 00:00:00 UTC,Larry Moore,larry@msn.com,,nestli-embrace-sling-carrier,,
Impressive quality for the price,Comfortable for long carries. Gave 4 stars because the color I received looked slightly different from the website photo. Still looks nice though.,4,2025-05-13 00:00:00 UTC,Mark Cooper,mark_cooper144@hotmail.com,,nestli-embrace-sling-carrier,,
Cried happy tears when I tried it,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-12-14 00:00:00 UTC,Kevin Russell,kevin@icloud.com,,nestli-embrace-sling-carrier,,
Grocery store hero,I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2024-12-24 00:00:00 UTC,Joshua Morris,joshua496@msn.com,,nestli-embrace-sling-carrier,,
"Good carrier, slight adjustment needed",Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2024-03-30 00:00:00 UTC,Ellie Moore,ellie934@aol.com,,nestli-embrace-sling-carrier,,
So easy to use,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2024-12-12 00:00:00 UTC,Nicholas Fisher,nfisher764@icloud.com,,nestli-embrace-sling-carrier,,
Airport essential,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-09-25 00:00:00 UTC,Kimberly Ortiz,kimberly706@yahoo.com,,nestli-embrace-sling-carrier,,
Solid carrier overall,Really great carrier overall. Took me about 3 tries to get the fit right but once I figured it out I love it. Baby seems comfortable and I have both hands free.,4,2023-11-05 00:00:00 UTC,Brielle Ross,bross@yahoo.com,,nestli-embrace-sling-carrier,,
My husband uses it more than me,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2023-12-06 00:00:00 UTC,Olivia Lopez,lopezo897@msn.com,,nestli-embrace-sling-carrier,,
Best baby gear purchase,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2026-02-22 00:00:00 UTC,Nova Brown,nbrown276@yahoo.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,I work from home and wear this during calls. Baby is calm and quiet and I look completely professional. Game changing for WFH moms.,5,2023-10-07 00:00:00 UTC,Ivy Jackson,ijackson947@live.com,,nestli-embrace-sling-carrier,,
10/10 no notes,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-04-13 00:00:00 UTC,Donald Wilson,donald_wilson758@aol.com,,nestli-embrace-sling-carrier,,
My baby only sleeps in this now,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2024-09-18 00:00:00 UTC,Kinsley Jackson,jacksonk@icloud.com,,nestli-embrace-sling-carrier,,
So easy to use,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2023-02-21 00:00:00 UTC,Anthony Russell,russell.a157@gmail.com,,nestli-embrace-sling-carrier,,
Should have bought this from day one,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-12-17 00:00:00 UTC,Joseph Harris,jharris@outlook.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2023-11-09 00:00:00 UTC,Monica Flores,mflores@icloud.com,,nestli-embrace-sling-carrier,,
My velcro baby is finally calm,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2023-02-21 00:00:00 UTC,Genesis Morales,gmorales212@outlook.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2023-02-14 00:00:00 UTC,Joseph Gray,jgray@hotmail.com,,nestli-embrace-sling-carrier,,
"Goodbye stroller, hello Nestli",Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2023-10-13 00:00:00 UTC,Timothy Thompson,tthompson885@outlook.com,,nestli-embrace-sling-carrier,,
"Fits perfectly, baby loves it",I work from home and wear this during calls. Baby is calm and quiet and I look completely professional. Game changing for WFH moms.,5,2025-05-21 00:00:00 UTC,Stephen Thomas,stephen@aol.com,,nestli-embrace-sling-carrier,,
Hands free finally!!!,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2024-10-26 00:00:00 UTC,Eva Hernandez,eva@live.com,,nestli-embrace-sling-carrier,,
Absolute game changer!,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2023-05-26 00:00:00 UTC,George Ward,gward596@outlook.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,Works well and baby loves it. The ring is a bit stiff at first so adjusting takes some force until it breaks in. After a week it was perfect.,4,2024-03-08 00:00:00 UTC,Anthony Lee,anthony@hotmail.com,,nestli-embrace-sling-carrier,,
Exceeded all my expectations,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2025-06-18 00:00:00 UTC,Gregory Powell,gregory@outlook.com,,nestli-embrace-sling-carrier,,
"Great carrier, wish it came with more colors","Love the quality of this carrier. Only reason it's 4 stars is the learning curve — it took me a week to feel confident putting it on. After that, totally smooth.",4,2025-10-15 00:00:00 UTC,Madison Ortiz,mortiz@yahoo.com,,nestli-embrace-sling-carrier,,
Impressive quality for the price,Works well and baby loves it. The ring is a bit stiff at first so adjusting takes some force until it breaks in. After a week it was perfect.,4,2023-11-30 00:00:00 UTC,Brittany Foster,brittany@outlook.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-04-30 00:00:00 UTC,Ariana Russell,ariana682@outlook.com,,nestli-embrace-sling-carrier,,
Hands free finally!!!,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2024-08-24 00:00:00 UTC,Rachel Ortiz,rachel@yahoo.com,,nestli-embrace-sling-carrier,,
My velcro baby is finally calm,I work from home and wear this during calls. Baby is calm and quiet and I look completely professional. Game changing for WFH moms.,5,2023-04-19 00:00:00 UTC,Benjamin Stewart,bstewart@yahoo.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,"Love the quality of this carrier. Only reason it's 4 stars is the learning curve — it took me a week to feel confident putting it on. After that, totally smooth.",4,2024-01-16 00:00:00 UTC,Sophia Walker,swalker@yahoo.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2025-11-03 00:00:00 UTC,Addison Ross,addison@aol.com,,nestli-embrace-sling-carrier,,
Best purchase of 2024,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-08-08 00:00:00 UTC,Olivia Campbell,ocampbell500@aol.com,,nestli-embrace-sling-carrier,,
Should have bought this from day one,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2024-03-27 00:00:00 UTC,Camila Robinson,robinson.c@icloud.com,,nestli-embrace-sling-carrier,,
Solid 4 stars from me,Solid product. The strap is wide and comfortable. I gave 4 stars because I wish the setup instructions were a bit clearer with pictures. But the carrier itself is great.,4,2024-05-10 00:00:00 UTC,Nova Gray,grayn@aol.com,,nestli-embrace-sling-carrier,,
"Love it, took a few tries",Works great for my petite frame. Had to watch a video to get the fit right but after that it's been perfect. Baby loves the closeness.,4,2023-09-13 00:00:00 UTC,Ryan Rivera,ryan615@gmail.com,,nestli-embrace-sling-carrier,,
Never taking this off,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2026-01-10 00:00:00 UTC,Richard Lopez,rlopez@outlook.com,,nestli-embrace-sling-carrier,,
Perfect for our lifestyle,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2025-07-14 00:00:00 UTC,Alexander Peterson,apeterson@yahoo.com,,nestli-embrace-sling-carrier,,
Never taking this off,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2024-01-24 00:00:00 UTC,Avery Ward,award887@outlook.com,,nestli-embrace-sling-carrier,,
"Good quality, learning curve",Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2024-07-11 00:00:00 UTC,Delilah Lewis,delilahlewis101@hotmail.com,,nestli-embrace-sling-carrier,,
Lightweight and perfect,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2025-05-23 00:00:00 UTC,Kinsley Ramirez,kinsley.ramirez969@outlook.com,,nestli-embrace-sling-carrier,,
Worth every single penny,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-06-01 00:00:00 UTC,Eric Wood,eric_wood@hotmail.com,,nestli-embrace-sling-carrier,,
Never taking this off,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2024-06-13 00:00:00 UTC,Robert Wood,rwood@hotmail.com,,nestli-embrace-sling-carrier,,
"Easy to put on, baby loves it",We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-01-29 00:00:00 UTC,Alice Reed,areed@outlook.com,,nestli-embrace-sling-carrier,,
My newborn loves it,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2024-03-25 00:00:00 UTC,Jonathan Peterson,peterson_j406@icloud.com,,nestli-embrace-sling-carrier,,
My go-to carrier for everything,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2024-03-05 00:00:00 UTC,Leah Fisher,fisherl710@msn.com,,nestli-embrace-sling-carrier,,
This saved my postpartum,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2024-09-19 00:00:00 UTC,Nora Perry,perry.n@yahoo.com,,nestli-embrace-sling-carrier,,
Would recommend with small caveat,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2024-11-05 00:00:00 UTC,Justin Nelson,jnelson@live.com,,nestli-embrace-sling-carrier,,
"Fits perfectly, baby loves it",My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2024-01-20 00:00:00 UTC,Maya Diaz,maya@hotmail.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2025-05-18 00:00:00 UTC,John Jenkins,john.jenkins418@msn.com,,nestli-embrace-sling-carrier,,
Good but takes practice,"Love the quality of this carrier. Only reason it's 4 stars is the learning curve — it took me a week to feel confident putting it on. After that, totally smooth.",4,2023-03-07 00:00:00 UTC,Stella Gray,sgray659@icloud.com,,nestli-embrace-sling-carrier,,
Airport essential,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-08-27 00:00:00 UTC,Brooklyn Wood,brooklyn.wood204@outlook.com,,nestli-embrace-sling-carrier,,
She stopped crying the second I put it on,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2023-06-20 00:00:00 UTC,Kayla Young,kayla748@hotmail.com,,nestli-embrace-sling-carrier,,
"Nice carrier, minor issue with strap",Solid product. The strap is wide and comfortable. I gave 4 stars because I wish the setup instructions were a bit clearer with pictures. But the carrier itself is great.,4,2024-05-12 00:00:00 UTC,Samuel Turner,sturner@icloud.com,,nestli-embrace-sling-carrier,,
This is THE one,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2024-04-24 00:00:00 UTC,Aurora Bailey,aurora@outlook.com,,nestli-embrace-sling-carrier,,
"Fits perfectly, baby loves it",Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2024-03-03 00:00:00 UTC,Nora Reed,nora.reed351@outlook.com,,nestli-embrace-sling-carrier,,
Best purchase of 2024,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2024-08-17 00:00:00 UTC,Skylar Hall,skylar.hall@icloud.com,,nestli-embrace-sling-carrier,,
Great for travel,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2024-06-02 00:00:00 UTC,Aaliyah Mitchell,amitchell@msn.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-10-12 00:00:00 UTC,Dennis Harris,dennis.harris421@aol.com,,nestli-embrace-sling-carrier,,
My velcro baby is finally calm,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-01-21 00:00:00 UTC,Ella Smith,smith_e270@hotmail.com,,nestli-embrace-sling-carrier,,
The only carrier I recommend,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2025-10-19 00:00:00 UTC,Alexa Bailey,alexabailey588@icloud.com,,nestli-embrace-sling-carrier,,
"Easy to put on, baby loves it",My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2024-12-09 00:00:00 UTC,Lucy Nelson,lucy_nelson918@live.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,"Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2024-04-20 00:00:00 UTC,Madelyn Cooper,cooperm560@gmail.com,,nestli-embrace-sling-carrier,,
Amazing quality,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-12-02 00:00:00 UTC,Emily Wood,woode151@yahoo.com,,nestli-embrace-sling-carrier,,
So easy to use,I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2025-06-15 00:00:00 UTC,Natalie Diaz,natalie@hotmail.com,,nestli-embrace-sling-carrier,,
This saved my postpartum,I was nervous about ring slings but the setup guide was so clear. Had it on correctly the first try. Baby was happy immediately.,5,2023-07-29 00:00:00 UTC,Chloe Richardson,richardson_c867@yahoo.com,,nestli-embrace-sling-carrier,,
Life changing for new moms,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-01-26 00:00:00 UTC,Diana Kelly,dianakelly293@hotmail.com,,nestli-embrace-sling-carrier,,
Never taking this off,I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2023-10-09 00:00:00 UTC,Penelope Foster,penelope.foster630@icloud.com,,nestli-embrace-sling-carrier,,
Impressive quality for the price,Really happy with the purchase. Slight learning curve but nothing that a YouTube tutorial didn't solve. Baby is calm and I'm hands-free.,4,2024-05-22 00:00:00 UTC,Avery Ross,ross_a458@yahoo.com,,nestli-embrace-sling-carrier,,
Mostly love this carrier,Really great carrier overall. Took me about 3 tries to get the fit right but once I figured it out I love it. Baby seems comfortable and I have both hands free.,4,2023-09-21 00:00:00 UTC,Nova Barnes,nbarnes@outlook.com,,nestli-embrace-sling-carrier,,
Good for newborns,"Love the quality of this carrier. Only reason it's 4 stars is the learning curve — it took me a week to feel confident putting it on. After that, totally smooth.",4,2023-11-19 00:00:00 UTC,John Rivera,riveraj@aol.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2024-04-11 00:00:00 UTC,Ella Foster,ella366@msn.com,,nestli-embrace-sling-carrier,,
Impressive quality for the price,Really happy with the purchase. Slight learning curve but nothing that a YouTube tutorial didn't solve. Baby is calm and I'm hands-free.,4,2023-06-23 00:00:00 UTC,Ivy Cooper,ivy@msn.com,,nestli-embrace-sling-carrier,,
"Good carrier, slight adjustment needed",Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2024-02-25 00:00:00 UTC,Alexander Rogers,alexander815@yahoo.com,,nestli-embrace-sling-carrier,,
Baby falls asleep in minutes,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-06-01 00:00:00 UTC,Richard Williams,richard620@yahoo.com,,nestli-embrace-sling-carrier,,
Perfection,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2024-09-02 00:00:00 UTC,Lydia Evans,evansl@hotmail.com,,nestli-embrace-sling-carrier,,
"Fits perfectly, baby loves it",My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2024-08-03 00:00:00 UTC,Benjamin Davis,davis_b@gmail.com,,nestli-embrace-sling-carrier,,
Great for travel,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2023-02-16 00:00:00 UTC,Lauren Ross,lauren@outlook.com,,nestli-embrace-sling-carrier,,
My husband uses it more than me,I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2024-09-13 00:00:00 UTC,Jason Walker,jason.walker@msn.com,,nestli-embrace-sling-carrier,,
"Goodbye stroller, hello Nestli",The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-09-30 00:00:00 UTC,Elizabeth Peterson,epeterson845@hotmail.com,,nestli-embrace-sling-carrier,,
Grocery store hero,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-08-10 00:00:00 UTC,Samantha Reed,samantha@live.com,,nestli-embrace-sling-carrier,,
10/10 no notes,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-09-24 00:00:00 UTC,Bella Nguyen,bnguyen906@hotmail.com,,nestli-embrace-sling-carrier,,
Life changing for new moms,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-06-24 00:00:00 UTC,Nathan Jackson,nathanjackson@outlook.com,,nestli-embrace-sling-carrier,,
"Great carrier, wish it came with more colors","Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2024-01-27 00:00:00 UTC,Lydia Perez,perez_l777@aol.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,Solid product. The strap is wide and comfortable. I gave 4 stars because I wish the setup instructions were a bit clearer with pictures. But the carrier itself is great.,4,2025-01-21 00:00:00 UTC,Samuel Davis,samuel570@icloud.com,,nestli-embrace-sling-carrier,,
Hands free finally!!!,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-10-16 00:00:00 UTC,Nathan Adams,nathanadams@hotmail.com,,nestli-embrace-sling-carrier,,
Absolute game changer!,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2024-03-18 00:00:00 UTC,Alexis Ortiz,aortiz@outlook.com,,nestli-embrace-sling-carrier,,
My husband uses it more than me,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-03-29 00:00:00 UTC,Amber Smith,amber.smith@icloud.com,,nestli-embrace-sling-carrier,,
Impressive quality for the price,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2024-07-22 00:00:00 UTC,Frank Carter,carterf794@hotmail.com,,nestli-embrace-sling-carrier,,
Dad approved!,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2023-06-04 00:00:00 UTC,Gary Moore,garymoore111@msn.com,,nestli-embrace-sling-carrier,,
Lightweight and perfect,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-10-05 00:00:00 UTC,Aaron Clark,aaron@msn.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Really happy with the purchase. Slight learning curve but nothing that a YouTube tutorial didn't solve. Baby is calm and I'm hands-free.,4,2023-09-03 00:00:00 UTC,Adam Jackson,adam_jackson@aol.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,Really nice carrier. Well made and baby seems very comfortable. Just takes a little practice at first. Glad I bought it.,4,2024-08-24 00:00:00 UTC,Aria Nguyen,aria.nguyen519@gmail.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-11-17 00:00:00 UTC,William Reyes,william.reyes226@msn.com,,nestli-embrace-sling-carrier,,
Grocery store hero,I was nervous about ring slings but the setup guide was so clear. Had it on correctly the first try. Baby was happy immediately.,5,2025-04-09 00:00:00 UTC,Jessica Perez,jessica.perez@hotmail.com,,nestli-embrace-sling-carrier,,
4 stars — great product,Works great for my petite frame. Had to watch a video to get the fit right but after that it's been perfect. Baby loves the closeness.,4,2023-08-06 00:00:00 UTC,Aaliyah Rivera,aaliyah67@yahoo.com,,nestli-embrace-sling-carrier,,
Cried happy tears when I tried it,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-07-16 00:00:00 UTC,Kimberly Bell,kimberly@outlook.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2024-04-05 00:00:00 UTC,Michael Johnson,mjohnson@outlook.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2025-08-22 00:00:00 UTC,Emily Richardson,erichardson@icloud.com,,nestli-embrace-sling-carrier,,
Almost perfect,"Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2024-01-22 00:00:00 UTC,Arianna Parker,arianna.parker@gmail.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2024-01-21 00:00:00 UTC,Frank Williams,williams_f@aol.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-11-10 00:00:00 UTC,Timothy Hill,timothyhill@gmail.com,,nestli-embrace-sling-carrier,,
Baby falls asleep in minutes,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2025-09-26 00:00:00 UTC,Alexander Clark,alexander_clark504@icloud.com,,nestli-embrace-sling-carrier,,
Baby falls asleep in minutes,I work from home and wear this during calls. Baby is calm and quiet and I look completely professional. Game changing for WFH moms.,5,2024-01-16 00:00:00 UTC,John Jones,jones_j@icloud.com,,nestli-embrace-sling-carrier,,
Bought for a friend too,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2023-06-15 00:00:00 UTC,Kevin Roberts,kevin@aol.com,,nestli-embrace-sling-carrier,,
